wav,frame_idx,time_s,token,label,prob,pred
./chunk_4Tanya/chunk_4.wav,55,1.4849999999999999,अ,0,0.19513006508350372,0
./chunk_4Tanya/chunk_4.wav,56,1.512,र,1,0.6912661194801331,0
./chunk_4Tanya/chunk_4.wav,57,1.539,र,0,0.5082538723945618,0
./chunk_4Tanya/chunk_4.wav,58,1.566,अ,0,0.5831910371780396,0
./chunk_4Tanya/chunk_4.wav,59,1.593,अ,0,0.033798590302467346,0
./chunk_4Tanya/chunk_4.wav,60,1.6199999999999999,न,1,0.1078052744269371,0
./chunk_4Tanya/chunk_4.wav,61,1.647,न,0,0.2371888905763626,0
./chunk_4Tanya/chunk_4.wav,62,1.674,ग,0,0.7601823210716248,1
./chunk_4Tanya/chunk_4.wav,63,1.701,ग,0,0.6160156726837158,0
./chunk_4Tanya/chunk_4.wav,64,1.728,भ,0,0.6196765899658203,0
./chunk_4Tanya/chunk_4.wav,65,1.755,भ,0,0.4365829527378082,0
./chunk_4Tanya/chunk_4.wav,66,1.782,इ,0,0.4622863829135895,0
./chunk_4Tanya/chunk_4.wav,67,1.809,इ,0,0.46832743287086487,0
./chunk_4Tanya/chunk_4.wav,68,1.836,इ,0,0.21693406999111176,0
./chunk_4Tanya/chunk_4.wav,69,1.863,इ,0,0.18837453424930573,0
./chunk_4Tanya/chunk_4.wav,70,1.89,उ,0,0.338442325592041,0
./chunk_4Tanya/chunk_4.wav,71,1.917,उ,0,0.23490087687969208,0
./chunk_4Tanya/chunk_4.wav,72,1.944,उ,0,0.5986137390136719,0
./chunk_4Tanya/chunk_4.wav,73,1.971,उ,0,0.7455522418022156,1
./chunk_4Tanya/chunk_4.wav,74,1.998,ड,1,0.8190971612930298,1
./chunk_4Tanya/chunk_4.wav,75,2.025,ड,0,0.3083122968673706,0
./chunk_4Tanya/chunk_4.wav,76,2.052,ड,0,0.44175249338150024,0
./chunk_4Tanya/chunk_4.wav,77,2.079,ड,0,0.37670403718948364,0
./chunk_4Tanya/chunk_4.wav,78,2.106,ड,0,0.8277315497398376,1
./chunk_4Tanya/chunk_4.wav,79,2.133,ड,0,0.3029767572879791,0
./chunk_4Tanya/chunk_4.wav,80,2.16,ग,0,0.11554164439439774,0
./chunk_4Tanya/chunk_4.wav,81,2.187,ग,0,0.11355311423540115,0
./chunk_4Tanya/chunk_4.wav,82,2.214,अ,0,0.0689699649810791,0
./chunk_4Tanya/chunk_4.wav,83,2.241,अ,0,0.14696907997131348,0
./chunk_4Tanya/chunk_4.wav,84,2.268,य,1,0.786949872970581,1
./chunk_4Tanya/chunk_4.wav,85,2.295,य,0,0.18750348687171936,0
./chunk_4Tanya/chunk_4.wav,86,2.322,अ,0,0.08293726295232773,0
./chunk_4Tanya/chunk_4.wav,87,2.3489999999999998,अ,0,0.2190360128879547,0
./chunk_4Tanya/chunk_4.wav,88,2.376,अ,0,0.4839145243167877,0
./chunk_4Tanya/chunk_4.wav,89,2.403,अ,0,0.21130326390266418,0
./chunk_4Tanya/chunk_4.wav,116,3.132,क,1,0.13156530261039734,0
./chunk_4Tanya/chunk_4.wav,117,3.159,क,0,0.08454588055610657,0
./chunk_4Tanya/chunk_4.wav,118,3.186,ए,0,0.6123645305633545,0
./chunk_4Tanya/chunk_4.wav,119,3.213,ए,0,0.8120467066764832,1
./chunk_4Tanya/chunk_4.wav,120,3.2399999999999998,ए,0,0.6603190898895264,0
./chunk_4Tanya/chunk_4.wav,121,3.267,ए,0,0.7778599262237549,1
./chunk_4Tanya/chunk_4.wav,122,3.294,स,1,0.7041969895362854,1
./chunk_4Tanya/chunk_4.wav,123,3.321,स,0,0.5071691274642944,0
./chunk_4Tanya/chunk_4.wav,124,3.348,स,0,0.5789892077445984,0
./chunk_4Tanya/chunk_4.wav,125,3.375,स,0,0.6466619968414307,0
./chunk_4Tanya/chunk_4.wav,126,3.402,ए,0,0.5234136581420898,0
./chunk_4Tanya/chunk_4.wav,127,3.429,ए,0,0.30807265639305115,0
./chunk_4Tanya/chunk_4.wav,128,3.456,ए,0,0.04244277998805046,0
./chunk_4Tanya/chunk_4.wav,129,3.483,ए,0,0.3425328731536865,0
./chunk_4Tanya/chunk_4.wav,168,4.536,म,1,0.5730506777763367,0
./chunk_4Tanya/chunk_4.wav,169,4.563,म,0,0.17105412483215332,0
./chunk_4Tanya/chunk_4.wav,170,4.59,म,0,0.653008222579956,0
./chunk_4Tanya/chunk_4.wav,171,4.617,म,0,0.4576244652271271,0
./chunk_4Tanya/chunk_4.wav,172,4.644,म,0,0.5250758528709412,0
./chunk_4Tanya/chunk_4.wav,173,4.671,म,0,0.2874155640602112,0
./chunk_4Tanya/chunk_4.wav,174,4.6979999999999995,उ,0,0.2996813654899597,0
./chunk_4Tanya/chunk_4.wav,175,4.725,उ,0,0.3805598020553589,0
./chunk_4Tanya/chunk_4.wav,176,4.752,झ,1,0.7081343531608582,1
./chunk_4Tanya/chunk_4.wav,177,4.779,झ,0,0.1618824303150177,0
./chunk_4Tanya/chunk_4.wav,178,4.806,ए,0,0.09909027069807053,0
./chunk_4Tanya/chunk_4.wav,179,4.833,ए,0,0.4310874938964844,0
./chunk_4Tanya/chunk_4.wav,180,4.86,म,1,0.8639558553695679,1
./chunk_4Tanya/chunk_4.wav,181,4.887,म,0,0.21853236854076385,0
./chunk_4Tanya/chunk_4.wav,182,4.914,अ,0,0.1382194459438324,0
./chunk_4Tanya/chunk_4.wav,183,4.941,अ,0,0.0725497230887413,0
./chunk_4Tanya/chunk_4.wav,184,4.968,अ,0,0.06129547208547592,0
./chunk_4Tanya/chunk_4.wav,185,4.995,अ,0,0.09407801181077957,0
./chunk_4Tanya/chunk_4.wav,186,5.022,अ,0,0.19601264595985413,0
./chunk_4Tanya/chunk_4.wav,187,5.049,अ,0,0.556232213973999,0
./chunk_4Tanya/chunk_4.wav,188,5.076,ल,1,0.8566602468490601,1
./chunk_4Tanya/chunk_4.wav,189,5.103,ल,0,0.7498283982276917,1
./chunk_4Tanya/chunk_4.wav,190,5.13,उ,0,0.20717494189739227,0
./chunk_4Tanya/chunk_4.wav,191,5.157,उ,0,0.15241587162017822,0
./chunk_4Tanya/chunk_4.wav,192,5.184,उ,0,0.4906070828437805,0
./chunk_4Tanya/chunk_4.wav,193,5.211,उ,0,0.46226707100868225,0
./chunk_4Tanya/chunk_4.wav,194,5.2379999999999995,उ,0,0.5478951334953308,0
./chunk_4Tanya/chunk_4.wav,195,5.265,उ,0,0.5678523778915405,0
./chunk_4Tanya/chunk_4.wav,196,5.292,म,1,0.62589031457901,0
./chunk_4Tanya/chunk_4.wav,197,5.319,म,0,0.4947170317173004,0
./chunk_4Tanya/chunk_4.wav,198,5.346,न,0,0.3276718854904175,0
./chunk_4Tanya/chunk_4.wav,199,5.373,न,0,0.15577444434165955,0
./chunk_4Tanya/chunk_4.wav,200,5.4,ह,0,0.2176261991262436,0
./chunk_4Tanya/chunk_4.wav,201,5.427,ह,0,0.06144984811544418,0
./chunk_4Tanya/chunk_4.wav,202,5.454,इ,0,0.11751212924718857,0
./chunk_4Tanya/chunk_4.wav,203,5.481,इ,0,0.09532418847084045,0
./chunk_4Tanya/chunk_4.wav,204,5.508,इ,0,0.2812260389328003,0
./chunk_4Tanya/chunk_4.wav,205,5.535,इ,0,0.3784404695034027,0
./chunk_4Tanya/chunk_4.wav,228,6.156,फ,1,0.6001324653625488,0
./chunk_4Tanya/chunk_4.wav,229,6.183,फ,0,0.6796740293502808,0
./chunk_4Tanya/chunk_4.wav,230,6.21,फ,0,0.47134244441986084,0
./chunk_4Tanya/chunk_4.wav,231,6.237,फ,0,0.3347457945346832,0
./chunk_4Tanya/chunk_4.wav,232,6.264,इ,0,0.04711518809199333,0
./chunk_4Tanya/chunk_4.wav,233,6.291,इ,0,0.474859356880188,0
./chunk_4Tanya/chunk_4.wav,234,6.318,र,1,0.686238169670105,0
./chunk_4Tanya/chunk_4.wav,235,6.345,र,0,0.41407474875450134,0
./chunk_4Tanya/chunk_4.wav,238,6.426,अ,0,0.14399893581867218,0
./chunk_4Tanya/chunk_4.wav,239,6.453,अ,0,0.0668073445558548,0
./chunk_4Tanya/chunk_4.wav,240,6.4799999999999995,अ,0,0.4384239912033081,0
./chunk_4Tanya/chunk_4.wav,241,6.507,अ,0,0.6196650862693787,0
./chunk_4Tanya/chunk_4.wav,242,6.534,अ,0,0.3210495412349701,0
./chunk_4Tanya/chunk_4.wav,243,6.561,अ,0,0.7522982358932495,1
./chunk_4Tanya/chunk_4.wav,244,6.588,ब,1,0.8172038197517395,1
./chunk_4Tanya/chunk_4.wav,245,6.615,ब,0,0.6227433681488037,0
./chunk_4Tanya/chunk_4.wav,246,6.642,ब,0,0.49650299549102783,0
./chunk_4Tanya/chunk_4.wav,247,6.669,ब,0,0.5767291784286499,0
./chunk_4Tanya/chunk_4.wav,276,7.452,स,0,0.5638411641120911,0
./chunk_4Tanya/chunk_4.wav,277,7.479,स,0,0.5650307536125183,0
./chunk_4Tanya/chunk_4.wav,278,7.506,स,0,0.6889405846595764,0
./chunk_4Tanya/chunk_4.wav,279,7.5329999999999995,स,0,0.5372399091720581,0
./chunk_4Tanya/chunk_4.wav,280,7.56,अ,0,0.17122390866279602,0
./chunk_4Tanya/chunk_4.wav,281,7.587,अ,0,0.36115920543670654,0
./chunk_4Tanya/chunk_4.wav,282,7.614,म,1,0.8248022198677063,1
./chunk_4Tanya/chunk_4.wav,283,7.641,म,0,0.18876492977142334,0
./chunk_4Tanya/chunk_4.wav,284,7.668,म,0,0.2766205668449402,0
./chunk_4Tanya/chunk_4.wav,285,7.695,म,0,0.30994170904159546,0
./chunk_4Tanya/chunk_4.wav,286,7.7219999999999995,झ,0,0.7791284322738647,1
./chunk_4Tanya/chunk_4.wav,287,7.749,झ,0,0.6717697978019714,0
./chunk_4Tanya/chunk_4.wav,288,7.776,न,0,0.5801423788070679,0
./chunk_4Tanya/chunk_4.wav,289,7.803,न,0,0.3672502934932709,0
./chunk_4Tanya/chunk_4.wav,290,7.83,न,0,0.5940835475921631,0
./chunk_4Tanya/chunk_4.wav,291,7.857,न,0,0.14105525612831116,0
./chunk_4Tanya/chunk_4.wav,292,7.884,ह,0,0.21936367452144623,0
./chunk_4Tanya/chunk_4.wav,293,7.911,ह,0,0.15580028295516968,0
./chunk_4Tanya/chunk_4.wav,294,7.938,इ,0,0.5382875800132751,0
./chunk_4Tanya/chunk_4.wav,295,7.965,इ,0,0.6282450556755066,0
./chunk_4Tanya/chunk_4.wav,296,7.992,इ,0,0.5901020169258118,0
./chunk_4Tanya/chunk_4.wav,297,8.019,इ,0,0.6165885925292969,0
./chunk_4Tanya/chunk_4.wav,298,8.046,इ,0,0.471900075674057,0
./chunk_4Tanya/chunk_4.wav,299,8.073,इ,0,0.25379499793052673,0
./chunk_4Tanya/chunk_4.wav,300,8.1,अ,0,0.07704530656337738,0
./chunk_4Tanya/chunk_4.wav,301,8.127,अ,0,0.04088815301656723,0
./chunk_4Tanya/chunk_4.wav,302,8.154,अ,0,0.14334408938884735,0
./chunk_4Tanya/chunk_4.wav,303,8.181,अ,0,0.28244614601135254,0
./chunk_4Tanya/chunk_4.wav,304,8.208,अ,0,0.28789204359054565,0
./chunk_4Tanya/chunk_4.wav,305,8.235,अ,0,0.2018270194530487,0
./chunk_4Tanya/chunk_4.wav,306,8.262,अ,0,0.2721472978591919,0
./chunk_4Tanya/chunk_4.wav,307,8.289,अ,0,0.2403905689716339,0
./chunk_4Tanya/chunk_4.wav,308,8.316,र,1,0.27889135479927063,0
./chunk_4Tanya/chunk_4.wav,309,8.343,र,0,0.16180957853794098,0
./chunk_4Tanya/chunk_4.wav,310,8.37,अ,0,0.06104569882154465,0
./chunk_4Tanya/chunk_4.wav,311,8.397,अ,0,0.20707622170448303,0
./chunk_4Tanya/chunk_4.wav,312,8.424,ह,1,0.05600536987185478,0
./chunk_4Tanya/chunk_4.wav,313,8.451,ह,0,0.06320927292108536,0
./chunk_4Tanya/chunk_4.wav,314,8.478,अ,0,0.08348454535007477,0
./chunk_4Tanya/chunk_4.wav,315,8.505,अ,0,0.3651179075241089,0
./chunk_4Tanya/chunk_4.wav,316,8.532,ह,1,0.9429347515106201,1
./chunk_4Tanya/chunk_4.wav,317,8.559,ह,0,0.5200724005699158,0
./chunk_4Tanya/chunk_4.wav,318,8.586,ए,0,0.549851655960083,0
./chunk_4Tanya/chunk_4.wav,319,8.613,ए,0,0.40410542488098145,0
./chunk_4Tanya/chunk_4.wav,324,8.748,इ,0,0.24323293566703796,0
./chunk_4Tanya/chunk_4.wav,325,8.775,इ,0,0.1382172852754593,0
./chunk_4Tanya/chunk_4.wav,326,8.802,स,1,0.6010071039199829,0
./chunk_4Tanya/chunk_4.wav,327,8.829,स,0,0.7032901644706726,1
./chunk_4Tanya/chunk_4.wav,328,8.856,स,0,0.44450464844703674,0
./chunk_4Tanya/chunk_4.wav,329,8.883,स,0,0.5924392342567444,0
./chunk_4Tanya/chunk_4.wav,330,8.91,ल,0,0.621625542640686,0
./chunk_4Tanya/chunk_4.wav,331,8.937,ल,0,0.3849715292453766,0
./chunk_4Tanya/chunk_4.wav,332,8.964,ल,0,0.2714332342147827,0
./chunk_4Tanya/chunk_4.wav,333,8.991,ल,0,0.3652334213256836,0
./chunk_4Tanya/chunk_4.wav,334,9.018,इ,0,0.295963853597641,0
./chunk_4Tanya/chunk_4.wav,335,9.045,इ,0,0.14240826666355133,0
./chunk_4Tanya/chunk_4.wav,336,9.072,ए,0,0.15242914855480194,0
./chunk_4Tanya/chunk_4.wav,337,9.099,ए,0,0.22132040560245514,0
./chunk_4Tanya/chunk_4.wav,338,9.126,ए,0,0.4889650344848633,0
./chunk_4Tanya/chunk_4.wav,339,9.153,ए,0,0.8235456347465515,1
./chunk_4Tanya/chunk_4.wav,340,9.18,त,1,0.6326358914375305,0
./chunk_4Tanya/chunk_4.wav,341,9.207,त,0,0.19739088416099548,0
./chunk_4Tanya/chunk_4.wav,342,9.234,अ,0,0.017652234062552452,0
./chunk_4Tanya/chunk_4.wav,343,9.261,अ,0,0.04310076683759689,0
./chunk_4Tanya/chunk_4.wav,344,9.288,अ,0,0.5246732234954834,0
./chunk_4Tanya/chunk_4.wav,345,9.315,अ,0,0.6202653646469116,0
./chunk_4Tanya/chunk_4.wav,346,9.342,अ,0,0.8019763827323914,1
./chunk_4Tanya/chunk_4.wav,347,9.369,अ,0,0.715829610824585,1
./chunk_4Tanya/chunk_4.wav,348,9.395999999999999,त,1,0.43127644062042236,0
./chunk_4Tanya/chunk_4.wav,349,9.423,उ,0,0.22225472331047058,0
./chunk_4Tanya/chunk_4.wav,350,9.45,उ,0,0.2407115250825882,0
./chunk_4Tanya/chunk_4.wav,351,9.477,म,1,0.8577213883399963,1
./chunk_4Tanya/chunk_4.wav,352,9.504,म,0,0.5761211514472961,0
./chunk_4Tanya/chunk_4.wav,353,9.531,ह,0,0.30986082553863525,0
./chunk_4Tanya/chunk_4.wav,354,9.558,ह,0,0.3028952181339264,0
./chunk_4Tanya/chunk_4.wav,355,9.584999999999999,ए,0,0.365658700466156,0
./chunk_4Tanya/chunk_4.wav,356,9.612,स,1,0.6911379098892212,0
./chunk_4Tanya/chunk_4.wav,357,9.639,स,0,0.8051276206970215,1
./chunk_4Tanya/chunk_4.wav,358,9.666,स,0,0.7589202523231506,1
./chunk_4Tanya/chunk_4.wav,359,9.693,स,0,0.8490071296691895,1
./chunk_4Tanya/chunk_4.wav,360,9.72,स,0,0.21423138678073883,0
./chunk_4Tanya/chunk_4.wav,361,9.747,स,0,0.018930071964859962,0
./chunk_4Tanya/chunk_4.wav,362,9.774,अ,0,0.08237764239311218,0
./chunk_4Tanya/chunk_4.wav,363,9.801,अ,0,0.05567172169685364,0
./chunk_4Tanya/chunk_4.wav,364,9.828,अ,0,0.40614640712738037,0
./chunk_4Tanya/chunk_4.wav,365,9.855,अ,0,0.6902782917022705,0
./chunk_4Tanya/chunk_4.wav,366,9.882,थ,1,0.8514107465744019,1
./chunk_4Tanya/chunk_4.wav,367,9.909,थ,0,0.30919745564460754,0
./chunk_4Tanya/chunk_4.wav,368,9.936,ल,0,0.41548067331314087,0
./chunk_4Tanya/chunk_4.wav,369,9.963,ल,0,0.4362177550792694,0
./chunk_4Tanya/chunk_4.wav,370,9.99,अ,0,0.39642977714538574,0
./chunk_4Tanya/chunk_4.wav,371,10.017,अ,0,0.21759474277496338,0
./chunk_4Tanya/chunk_4.wav,372,10.044,अ,0,0.29453590512275696,0
./chunk_4Tanya/chunk_4.wav,373,10.071,अ,0,0.511394202709198,0
./chunk_4Tanya/chunk_4.wav,374,10.098,य,1,0.6657833456993103,0
./chunk_4Tanya/chunk_4.wav,375,10.125,य,0,0.37019485235214233,0
./chunk_4Tanya/chunk_4.wav,376,10.152,अ,0,0.33089613914489746,0
./chunk_4Tanya/chunk_4.wav,377,10.179,अ,0,0.3095977008342743,0
./chunk_4Tanya/chunk_4.wav,378,10.206,अ,0,0.22327296435832977,0
./chunk_4Tanya/chunk_4.wav,379,10.233,अ,0,0.3580109775066376,0
./chunk_4Tanya/chunk_4.wav,380,10.26,ह,1,0.22572797536849976,0
./chunk_4Tanya/chunk_4.wav,381,10.286999999999999,ह,0,0.13828104734420776,0
./chunk_4Tanya/chunk_4.wav,382,10.314,उ,0,0.1628003865480423,0
./chunk_4Tanya/chunk_4.wav,383,10.341,उ,0,0.17093229293823242,0
./chunk_4Tanya/chunk_4.wav,420,11.34,क,1,0.8918546438217163,1
./chunk_4Tanya/chunk_4.wav,421,11.366999999999999,क,0,0.7457342743873596,1
./chunk_4Tanya/chunk_4.wav,422,11.394,अ,0,0.1626758575439453,0
./chunk_4Tanya/chunk_4.wav,423,11.421,अ,0,0.12874430418014526,0
./chunk_4Tanya/chunk_4.wav,424,11.448,अ,0,0.19473715126514435,0
./chunk_4Tanya/chunk_4.wav,425,11.475,अ,0,0.6743485331535339,0
./chunk_4Tanya/chunk_4.wav,426,11.502,र,1,0.8848422169685364,1
./chunk_4Tanya/chunk_4.wav,427,11.529,र,0,0.586995005607605,0
./chunk_4Tanya/chunk_4.wav,428,11.556,र,0,0.8329771757125854,1
./chunk_4Tanya/chunk_4.wav,429,11.583,र,0,0.31617745757102966,0
./chunk_4Tanya/chunk_4.wav,434,11.718,ए,0,0.09235808253288269,0
./chunk_4Tanya/chunk_4.wav,435,11.745,ए,0,0.46613457798957825,0
./chunk_4Tanya/chunk_4.wav,436,11.772,य,1,0.37522903084754944,0
./chunk_4Tanya/chunk_4.wav,437,11.799,य,0,0.2674490809440613,0
./chunk_4Tanya/chunk_4.wav,438,11.826,र,0,0.3617607653141022,0
./chunk_4Tanya/chunk_4.wav,439,11.853,र,0,0.4485853910446167,0
./chunk_4Tanya/chunk_4.wav,440,11.879999999999999,र,0,0.704683780670166,1
./chunk_4Tanya/chunk_4.wav,441,11.907,र,0,0.7100508213043213,1
./chunk_4Tanya/chunk_4.wav,442,11.934,प,0,0.6886847019195557,0
./chunk_4Tanya/chunk_4.wav,443,11.961,प,0,0.457265168428421,0
./chunk_4Tanya/chunk_4.wav,444,11.988,प,0,0.43424925208091736,0
./chunk_4Tanya/chunk_4.wav,445,12.015,प,0,0.3765375018119812,0
./chunk_4Tanya/chunk_4.wav,446,12.042,अ,0,0.10650797188282013,0
./chunk_4Tanya/chunk_4.wav,447,12.068999999999999,अ,0,0.5115194320678711,0
./chunk_4Tanya/chunk_4.wav,448,12.096,अ,0,0.37390419840812683,0
./chunk_4Tanya/chunk_4.wav,449,12.123,अ,0,0.5743627548217773,0
./chunk_4Tanya/chunk_4.wav,450,12.15,र,1,0.708777666091919,1
./chunk_4Tanya/chunk_4.wav,451,12.177,र,0,0.8092364072799683,1
./chunk_4Tanya/chunk_4.wav,452,12.204,र,0,0.4384031295776367,0
./chunk_4Tanya/chunk_4.wav,453,12.231,र,0,0.3916906416416168,0
./chunk_4Tanya/chunk_4.wav,454,12.258,ट,0,0.6655204892158508,0
./chunk_4Tanya/chunk_4.wav,455,12.285,ट,0,0.2887517511844635,0
./chunk_4Tanya/chunk_4.wav,456,12.312,क,0,0.11236339807510376,0
./chunk_4Tanya/chunk_4.wav,457,12.339,क,0,0.05242167413234711,0
./chunk_4Tanya/chunk_4.wav,458,12.366,ए,0,0.6425572633743286,0
./chunk_4Tanya/chunk_4.wav,459,12.393,ए,0,0.7357652187347412,1
./chunk_4Tanya/chunk_4.wav,466,12.582,प,1,0.6569815874099731,0
./chunk_4Tanya/chunk_4.wav,467,12.609,प,0,0.04595152288675308,0
./chunk_4Tanya/chunk_4.wav,468,12.636,प,0,0.40590766072273254,0
./chunk_4Tanya/chunk_4.wav,469,12.663,प,0,0.1550985425710678,0
./chunk_4Tanya/chunk_4.wav,470,12.69,अ,0,0.1343594193458557,0
./chunk_4Tanya/chunk_4.wav,471,12.717,अ,0,0.24127811193466187,0
./chunk_4Tanya/chunk_4.wav,472,12.744,अ,0,0.4635773301124573,0
./chunk_4Tanya/chunk_4.wav,473,12.770999999999999,अ,0,0.4727458357810974,0
./chunk_4Tanya/chunk_4.wav,474,12.798,स,1,0.852725088596344,1
./chunk_4Tanya/chunk_4.wav,475,12.825,स,0,0.7181806564331055,1
./chunk_4Tanya/chunk_4.wav,508,13.716,क,0,0.05814075842499733,0
./chunk_4Tanya/chunk_4.wav,509,13.743,क,0,0.043958619236946106,0
./chunk_4Tanya/chunk_4.wav,510,13.77,ए,0,0.19420816004276276,0
./chunk_4Tanya/chunk_4.wav,511,13.797,ए,0,0.19926269352436066,0
./chunk_4Tanya/chunk_4.wav,512,13.824,ए,0,0.6082232594490051,0
./chunk_4Tanya/chunk_4.wav,513,13.850999999999999,ए,0,0.8039482831954956,1
./chunk_4Tanya/chunk_4.wav,514,13.878,ए,0,0.64236980676651,0
./chunk_4Tanya/chunk_4.wav,515,13.905,ए,0,0.6773426532745361,0
./chunk_4Tanya/chunk_4.wav,522,14.094,च,1,0.5999609231948853,0
./chunk_4Tanya/chunk_4.wav,523,14.121,च,0,0.34693631529808044,0
./chunk_4Tanya/chunk_4.wav,524,14.148,च,0,0.05950639396905899,0
./chunk_4Tanya/chunk_4.wav,525,14.175,च,0,0.20598644018173218,0
./chunk_4Tanya/chunk_4.wav,526,14.202,अ,0,0.4138348698616028,0
./chunk_4Tanya/chunk_4.wav,527,14.229,अ,0,0.46578800678253174,0
./chunk_4Tanya/chunk_4.wav,528,14.256,अ,0,0.7023317813873291,1
./chunk_4Tanya/chunk_4.wav,529,14.283,अ,0,0.7392178177833557,1
./chunk_4Tanya/chunk_4.wav,530,14.31,भ,1,0.5881094336509705,0
./chunk_4Tanya/chunk_4.wav,531,14.337,भ,0,0.08444568514823914,0
./chunk_4Tanya/chunk_4.wav,532,14.363999999999999,इ,0,0.028491804376244545,0
./chunk_4Tanya/chunk_4.wav,533,14.391,इ,0,0.5958861112594604,0
./chunk_4Tanya/chunk_4.wav,534,14.418,स,1,0.7536314129829407,1
./chunk_4Tanya/chunk_4.wav,535,14.445,स,0,0.7959737181663513,1
./chunk_4Tanya/chunk_4.wav,536,14.472,घ,0,0.5510224103927612,0
./chunk_4Tanya/chunk_4.wav,537,14.499,घ,0,0.6558322906494141,0
./chunk_4Tanya/chunk_4.wav,538,14.526,घ,0,0.4339127242565155,0
./chunk_4Tanya/chunk_4.wav,539,14.552999999999999,घ,0,0.12680602073669434,0
./chunk_4Tanya/chunk_4.wav,540,14.58,अ,0,0.2890845537185669,0
./chunk_4Tanya/chunk_4.wav,541,14.607,अ,0,0.3160198926925659,0
./chunk_4Tanya/chunk_4.wav,542,14.634,न,1,0.7607665657997131,1
./chunk_4Tanya/chunk_4.wav,543,14.661,न,0,0.5665621161460876,0
./chunk_4Tanya/chunk_4.wav,544,14.688,ट,0,0.649491012096405,0
./chunk_4Tanya/chunk_4.wav,545,14.715,ट,0,0.5475727915763855,0
./chunk_4Tanya/chunk_4.wav,546,14.741999999999999,ट,0,0.45146986842155457,0
./chunk_4Tanya/chunk_4.wav,547,14.769,ट,0,0.18519467115402222,0
./chunk_4Tanya/chunk_4.wav,548,14.796,ए,0,0.017908629029989243,0
./chunk_4Tanya/chunk_4.wav,549,14.823,ए,0,0.378301203250885,0
./chunk_4Tanya/chunk_4.wav,550,14.85,ए,0,0.414356529712677,0
./chunk_4Tanya/chunk_4.wav,551,14.877,ए,0,0.6602690815925598,0
./chunk_4Tanya/chunk_4.wav,556,15.012,च,1,0.7095412015914917,1
